,날짜,관광지명,관광객수
1813,2011.12,서귀포자연휴양림,15407
1814,2011.12,서복전시관,12938
1815,2011.12,성산일출봉,111005
1816,2011.12,소리섬박물관,0
1817,2011.12,소인국테마파크,32855
1818,2011.12,신영영화박물관,4829
1819,2011.12,아프리카박물관,7064
1820,2011.12,여미지식물원,40905
1821,2011.12,이중섭미술관,10702
1822,2011.12,익스트림 아일랜드,0
1823,2011.12,일출랜드,26140
1824,2011.12,정방폭포,32725
1825,2011.12,제주민속촌박물관,19996
1826,2011.12,제주조각공원,813
1827,2011.12,제주추사관,5479
1828,2011.12,중문주상절리대,81562
1829,2011.12,천제연폭포,63797
1830,2011.12,천지연폭포,95179
1831,2011.12,카멜리아힐,0
1832,2011.12,테디베어뮤지엄,35667
1833,2011.12,퍼시픽랜드,28463
1834,2011.12,아쿠아플라넷,0
1835,2011.12,화락원,0
1836,2012.01,(주)제주미니미니랜드,12478
1837,2012.01,국립제주박물관,30931
1838,2012.01,도립미술관,0
1839,2012.01,만장굴관광지,44499
1840,2012.01,목석원,0
1841,2012.01,민속자연사박물관,25604
1842,2012.01,비자림,13084
1843,2012.01,산굼부리,18180
1844,2012.01,삼성혈,5191
1845,2012.01,삼양선사유적지,2836
1846,2012.01,생각하는 정원,13500
1847,2012.01,절물자연휴양림,22572
1848,2012.01,제주도립 김창열미술관,0
1849,2012.01,제주돌문화공원,9624
1850,2012.01,제주러브랜드,33698
1851,2012.01,제주목관아지,5068
1852,2012.01,제주별빛누리공원,3506
1853,2012.01,제주항일기념관,4049
1854,2012.01,한라산국립공원,114183
1855,2012.01,한림공원,38543
1856,2012.01,항몽 유적지,4015
1857,2012.01,해녀 박물관,7245
1858,2012.01,감귤박물관,5616
1859,2012.01,기당미술관,606
1860,2012.01,마라해양도립공원,21194
1861,2012.01,박물관은살아있다,0
1862,2012.01,산방산,47919
1863,2012.01,서귀포도립해양공원,14170
1864,2012.01,서귀포자연휴양림,3598
1865,2012.01,서복전시관,10820
1866,2012.01,성산일출봉,121771
1867,2012.01,소리섬박물관,0
1868,2012.01,소인국테마파크,3386
1869,2012.01,신영영화박물관,0
1870,2012.01,아프리카박물관,7900
1871,2012.01,여미지식물원,45949
1872,2012.01,이중섭미술관,11037
1873,2012.01,익스트림 아일랜드,0
1874,2012.01,일출랜드,25958
1875,2012.01,정방폭포,55620
1876,2012.01,제주민속촌박물관,25371
1877,2012.01,제주조각공원,901
1878,2012.01,제주추사관,4257
1879,2012.01,중문주상절리대,77079
1880,2012.01,천제연폭포,42299
1881,2012.01,천지연폭포,76842
1882,2012.01,카멜리아힐,0
1883,2012.01,테디베어뮤지엄,33998
1884,2012.01,퍼시픽랜드,35598
1885,2012.01,아쿠아플라넷,0
1886,2012.01,화락원,0
1887,2012.02,(주)제주미니미니랜드,11927
1888,2012.02,국립제주박물관,27646
1889,2012.02,도립미술관,0
1890,2012.02,만장굴관광지,48691
1891,2012.02,목석원,0
1892,2012.02,민속자연사박물관,32150
1893,2012.02,비자림,11515
1894,2012.02,산굼부리,27000
1895,2012.02,삼성혈,4132
1896,2012.02,삼양선사유적지,2545
1897,2012.02,생각하는 정원,14650
1898,2012.02,절물자연휴양림,23599
1899,2012.02,제주도립 김창열미술관,0
1900,2012.02,제주돌문화공원,8092
1901,2012.02,제주러브랜드,36678
1902,2012.02,제주목관아지,13337
1903,2012.02,제주별빛누리공원,2372
1904,2012.02,제주항일기념관,8397
1905,2012.02,한라산국립공원,88505
1906,2012.02,한림공원,42386
1907,2012.02,항몽 유적지,3573
1908,2012.02,해녀 박물관,9972
1909,2012.02,감귤박물관,5665
1910,2012.02,기당미술관,599
1911,2012.02,마라해양도립공원,21945
1912,2012.02,박물관은살아있다,0
1913,2012.02,산방산,43566
1914,2012.02,서귀포도립해양공원,15729
1915,2012.02,서귀포자연휴양림,3196
1916,2012.02,서복전시관,9043
1917,2012.02,성산일출봉,104222
1918,2012.02,소리섬박물관,0
1919,2012.02,소인국테마파크,11199
1920,2012.02,신영영화박물관,0
1921,2012.02,아프리카박물관,7571
1922,2012.02,여미지식물원,57746
1923,2012.02,이중섭미술관,11550
1924,2012.02,익스트림 아일랜드,0
1925,2012.02,일출랜드,28179
1926,2012.02,정방폭포,57667
1927,2012.02,제주민속촌박물관,22223
1928,2012.02,제주조각공원,747
1929,2012.02,제주추사관,3799
1930,2012.02,중문주상절리대,86062
1931,2012.02,천제연폭포,38168
1932,2012.02,천지연폭포,83711
1933,2012.02,카멜리아힐,0
1934,2012.02,테디베어뮤지엄,35977
1935,2012.02,퍼시픽랜드,38331
1936,2012.02,아쿠아플라넷,0
1937,2012.02,화락원,0
1938,2012.03,(주)제주미니미니랜드,13241
1939,2012.03,국립제주박물관,37489
1940,2012.03,도립미술관,0
1941,2012.03,만장굴관광지,41928
1942,2012.03,목석원,0
1943,2012.03,민속자연사박물관,60934
1944,2012.03,비자림,15548
1945,2012.03,산굼부리,31388
1946,2012.03,삼성혈,4459
1947,2012.03,삼양선사유적지,2241
1948,2012.03,생각하는 정원,16131
1949,2012.03,절물자연휴양림,40579
1950,2012.03,제주도립 김창열미술관,0
1951,2012.03,제주돌문화공원,14648
1952,2012.03,제주러브랜드,66198
1953,2012.03,제주목관아지,7741
1954,2012.03,제주별빛누리공원,2940
1955,2012.03,제주항일기념관,9439
1956,2012.03,한라산국립공원,67343
1957,2012.03,한림공원,61154
1958,2012.03,항몽 유적지,8219
1959,2012.03,해녀 박물관,12693
1960,2012.03,감귤박물관,4271
1961,2012.03,기당미술관,638
1962,2012.03,마라해양도립공원,29696
1963,2012.03,박물관은살아있다,0
1964,2012.03,산방산,66779
1965,2012.03,서귀포도립해양공원,14461
1966,2012.03,서귀포자연휴양림,3661
1967,2012.03,서복전시관,7337
1968,2012.03,성산일출봉,128240
1969,2012.03,소리섬박물관,0
1970,2012.03,소인국테마파크,7691
1971,2012.03,신영영화박물관,0
1972,2012.03,아프리카박물관,5361
1973,2012.03,여미지식물원,57752
1974,2012.03,이중섭미술관,9021
1975,2012.03,익스트림 아일랜드,0
1976,2012.03,일출랜드,51491
1977,2012.03,정방폭포,60617
1978,2012.03,제주민속촌박물관,27685
1979,2012.03,제주조각공원,1142
1980,2012.03,제주추사관,4920
1981,2012.03,중문주상절리대,112129
1982,2012.03,천제연폭포,44976
1983,2012.03,천지연폭포,109719
1984,2012.03,카멜리아힐,0
1985,2012.03,테디베어뮤지엄,26663
1986,2012.03,퍼시픽랜드,35648
1987,2012.03,아쿠아플라넷,0
1988,2012.03,화락원,0
1989,2012.04,(주)제주미니미니랜드,20730
1990,2012.04,국립제주박물관,39689
1991,2012.04,도립미술관,0
1992,2012.04,만장굴관광지,54617
1993,2012.04,목석원,0
1994,2012.04,민속자연사박물관,98802
1995,2012.04,비자림,26991
1996,2012.04,산굼부리,49284
1997,2012.04,삼성혈,7377
1998,2012.04,삼양선사유적지,4964
1999,2012.04,생각하는 정원,19545
2000,2012.04,절물자연휴양림,59185
2001,2012.04,제주도립 김창열미술관,0
2002,2012.04,제주돌문화공원,25011
2003,2012.04,제주러브랜드,64530
2004,2012.04,제주목관아지,12147
2005,2012.04,제주별빛누리공원,5648
2006,2012.04,제주항일기념관,8131
2007,2012.04,한라산국립공원,95921
2008,2012.04,한림공원,114666
2009,2012.04,항몽 유적지,20235
2010,2012.04,해녀 박물관,25443
2011,2012.04,감귤박물관,6938
2012,2012.04,기당미술관,752
2013,2012.04,마라해양도립공원,41894
2014,2012.04,박물관은살아있다,0
2015,2012.04,산방산,97268
2016,2012.04,서귀포도립해양공원,18833
2017,2012.04,서귀포자연휴양림,6727
2018,2012.04,서복전시관,7130
2019,2012.04,성산일출봉,224604
2020,2012.04,소리섬박물관,0
2021,2012.04,소인국테마파크,11163
2022,2012.04,신영영화박물관,0
2023,2012.04,아프리카박물관,6571
2024,2012.04,여미지식물원,78515
2025,2012.04,이중섭미술관,11280
2026,2012.04,익스트림 아일랜드,0
2027,2012.04,일출랜드,80119
2028,2012.04,정방폭포,76919
2029,2012.04,제주민속촌박물관,46053
2030,2012.04,제주조각공원,2963
2031,2012.04,제주추사관,6861
2032,2012.04,중문주상절리대,174235
2033,2012.04,천제연폭포,58502
2034,2012.04,천지연폭포,165555
2035,2012.04,카멜리아힐,0
2036,2012.04,테디베어뮤지엄,37601
2037,2012.04,퍼시픽랜드,51927
2038,2012.04,아쿠아플라넷,0
2039,2012.04,화락원,0
2040,2012.05,(주)제주미니미니랜드,30657
2041,2012.05,국립제주박물관,45752
2042,2012.05,도립미술관,0
2043,2012.05,만장굴관광지,65515
2044,2012.05,목석원,0
2045,2012.05,민속자연사박물관,81808
2046,2012.05,비자림,48465
2047,2012.05,산굼부리,62464
2048,2012.05,삼성혈,9221
2049,2012.05,삼양선사유적지,2951
2050,2012.05,생각하는 정원,21379
2051,2012.05,절물자연휴양림,74457
2052,2012.05,제주도립 김창열미술관,0
2053,2012.05,제주돌문화공원,33501
2054,2012.05,제주러브랜드,56000
2055,2012.05,제주목관아지,18454
2056,2012.05,제주별빛누리공원,6564
2057,2012.05,제주항일기념관,4969
2058,2012.05,한라산국립공원,140080
2059,2012.05,한림공원,120061
2060,2012.05,항몽 유적지,16052
2061,2012.05,해녀 박물관,12944
2062,2012.05,감귤박물관,6378
2063,2012.05,기당미술관,1220
2064,2012.05,마라해양도립공원,55243
2065,2012.05,박물관은살아있다,0
2066,2012.05,산방산,117046
2067,2012.05,서귀포도립해양공원,20921
2068,2012.05,서귀포자연휴양림,18881
2069,2012.05,서복전시관,7662
2070,2012.05,성산일출봉,250413
2071,2012.05,소리섬박물관,0
2072,2012.05,소인국테마파크,15797
2073,2012.05,신영영화박물관,0
2074,2012.05,아프리카박물관,6658
2075,2012.05,여미지식물원,64394
2076,2012.05,이중섭미술관,10887
2077,2012.05,익스트림 아일랜드,0
2078,2012.05,일출랜드,87292
2079,2012.05,정방폭포,97153
2080,2012.05,제주민속촌박물관,57299
2081,2012.05,제주조각공원,2223
2082,2012.05,제주추사관,8798
2083,2012.05,중문주상절리대,210742
2084,2012.05,천제연폭포,64582
2085,2012.05,천지연폭포,196326
2086,2012.05,카멜리아힐,0
2087,2012.05,테디베어뮤지엄,40636
2088,2012.05,퍼시픽랜드,55794
2089,2012.05,아쿠아플라넷,0
2090,2012.05,화락원,0
2091,2012.06,(주)제주미니미니랜드,17978
2092,2012.06,국립제주박물관,33862
2093,2012.06,도립미술관,0
2094,2012.06,만장굴관광지,57262
2095,2012.06,목석원,0
2096,2012.06,민속자연사박물관,44174
2097,2012.06,비자림,33650
2098,2012.06,산굼부리,28242
2099,2012.06,삼성혈,5822
2100,2012.06,삼양선사유적지,2863
2101,2012.06,생각하는 정원,15722
2102,2012.06,절물자연휴양림,60533
2103,2012.06,제주도립 김창열미술관,0
2104,2012.06,제주돌문화공원,23180
2105,2012.06,제주러브랜드,43102
2106,2012.06,제주목관아지,13268
2107,2012.06,제주별빛누리공원,7139
2108,2012.06,제주항일기념관,8590
2109,2012.06,한라산국립공원,98905
2110,2012.06,한림공원,66912
2111,2012.06,항몽 유적지,11094
2112,2012.06,해녀 박물관,14420
2113,2012.06,감귤박물관,5092
2114,2012.06,기당미술관,1095
2115,2012.06,마라해양도립공원,27596
2116,2012.06,박물관은살아있다,0
2117,2012.06,산방산,45954
2118,2012.06,서귀포도립해양공원,15739
2119,2012.06,서귀포자연휴양림,10861
2120,2012.06,서복전시관,6497
2121,2012.06,성산일출봉,156756
2122,2012.06,소리섬박물관,0
2123,2012.06,소인국테마파크,14538
2124,2012.06,신영영화박물관,0
2125,2012.06,아프리카박물관,5805
2126,2012.06,여미지식물원,43314
2127,2012.06,이중섭미술관,9273
2128,2012.06,익스트림 아일랜드,0
2129,2012.06,일출랜드,38258
2130,2012.06,정방폭포,82130
2131,2012.06,제주민속촌박물관,34717
2132,2012.06,제주조각공원,1320
2133,2012.06,제주추사관,3307
2134,2012.06,중문주상절리대,122801
2135,2012.06,천제연폭포,53390
2136,2012.06,천지연폭포,123821
2137,2012.06,카멜리아힐,0
2138,2012.06,테디베어뮤지엄,34420
2139,2012.06,퍼시픽랜드,41502
2140,2012.06,아쿠아플라넷,0
2141,2012.06,화락원,0
2142,2012.07,(주)제주미니미니랜드,16757
2143,2012.07,국립제주박물관,19509
2144,2012.07,도립미술관,0
2145,2012.07,만장굴관광지,71353
2146,2012.07,목석원,0
2147,2012.07,민속자연사박물관,24993
2148,2012.07,비자림,35644
2149,2012.07,산굼부리,20667
2150,2012.07,삼성혈,5169
2151,2012.07,삼양선사유적지,1736
2152,2012.07,생각하는 정원,10102
2153,2012.07,절물자연휴양림,53059
2154,2012.07,제주도립 김창열미술관,0
2155,2012.07,제주돌문화공원,15999
2156,2012.07,제주러브랜드,38772
2157,2012.07,제주목관아지,13767
2158,2012.07,제주별빛누리공원,5132
2159,2012.07,제주항일기념관,7326
2160,2012.07,한라산국립공원,66119
2161,2012.07,한림공원,50110
2162,2012.07,항몽 유적지,11073
2163,2012.07,해녀 박물관,12618
2164,2012.07,감귤박물관,4830
2165,2012.07,기당미술관,1000
2166,2012.07,마라해양도립공원,23756
2167,2012.07,박물관은살아있다,0
2168,2012.07,산방산,40194
2169,2012.07,서귀포도립해양공원,13549
2170,2012.07,서귀포자연휴양림,16339
2171,2012.07,서복전시관,6161
2172,2012.07,성산일출봉,112163
2173,2012.07,소리섬박물관,0
2174,2012.07,소인국테마파크,13462
2175,2012.07,신영영화박물관,0
2176,2012.07,아프리카박물관,7666
2177,2012.07,여미지식물원,28252
2178,2012.07,이중섭미술관,12477
2179,2012.07,익스트림 아일랜드,0
2180,2012.07,일출랜드,26106
2181,2012.07,정방폭포,79369
2182,2012.07,제주민속촌박물관,22634
2183,2012.07,제주조각공원,881
2184,2012.07,제주추사관,2820
2185,2012.07,중문주상절리대,89482
2186,2012.07,천제연폭포,51059
2187,2012.07,천지연폭포,106802
2188,2012.07,카멜리아힐,0
2189,2012.07,테디베어뮤지엄,42608
2190,2012.07,퍼시픽랜드,39226
2191,2012.07,아쿠아플라넷,0
2192,2012.07,화락원,0
2193,2012.08,(주)제주미니미니랜드,19788
2194,2012.08,국립제주박물관,40802
2195,2012.08,도립미술관,0
2196,2012.08,만장굴관광지,94638
2197,2012.08,목석원,0
2198,2012.08,민속자연사박물관,62888
2199,2012.08,비자림,39421
2200,2012.08,산굼부리,26645
2201,2012.08,삼성혈,6801
2202,2012.08,삼양선사유적지,1898
2203,2012.08,생각하는 정원,16947
2204,2012.08,절물자연휴양림,62848
2205,2012.08,제주도립 김창열미술관,0
2206,2012.08,제주돌문화공원,46780
2207,2012.08,제주러브랜드,41817
2208,2012.08,제주목관아지,10667
2209,2012.08,제주별빛누리공원,7503
2210,2012.08,제주항일기념관,4325
2211,2012.08,한라산국립공원,74704
2212,2012.08,한림공원,61412
2213,2012.08,항몽 유적지,11801
2214,2012.08,해녀 박물관,11066
2215,2012.08,감귤박물관,19001
2216,2012.08,기당미술관,1124
2217,2012.08,마라해양도립공원,18601
2218,2012.08,박물관은살아있다,0
2219,2012.08,산방산,19937
2220,2012.08,서귀포도립해양공원,15153
2221,2012.08,서귀포자연휴양림,25646
2222,2012.08,서복전시관,6164
2223,2012.08,성산일출봉,157543
2224,2012.08,소리섬박물관,0
2225,2012.08,소인국테마파크,17576
2226,2012.08,신영영화박물관,0
2227,2012.08,아프리카박물관,11699
2228,2012.08,여미지식물원,34472
2229,2012.08,이중섭미술관,16054
2230,2012.08,익스트림 아일랜드,0
2231,2012.08,일출랜드,31429
2232,2012.08,정방폭포,85872
2233,2012.08,제주민속촌박물관,26863
2234,2012.08,제주조각공원,1468
2235,2012.08,제주추사관,3575
2236,2012.08,중문주상절리대,111197
2237,2012.08,천제연폭포,65841
2238,2012.08,천지연폭포,144889
2239,2012.08,카멜리아힐,0
2240,2012.08,테디베어뮤지엄,50496
2241,2012.08,퍼시픽랜드,47096
2242,2012.08,아쿠아플라넷,0
2243,2012.08,화락원,0
2244,2012.09,(주)제주미니미니랜드,15979
2245,2012.09,국립제주박물관,40724
2246,2012.09,도립미술관,0
2247,2012.09,만장굴관광지,43778
2248,2012.09,목석원,0
2249,2012.09,민속자연사박물관,85121
2250,2012.09,비자림,22401
2251,2012.09,산굼부리,37893
2252,2012.09,삼성혈,4293
2253,2012.09,삼양선사유적지,2325
2254,2012.09,생각하는 정원,11126
2255,2012.09,절물자연휴양림,39591
2256,2012.09,제주도립 김창열미술관,0
2257,2012.09,제주돌문화공원,69924
2258,2012.09,제주러브랜드,29881
2259,2012.09,제주목관아지,12149
2260,2012.09,제주별빛누리공원,5097
2261,2012.09,제주항일기념관,6837
2262,2012.09,한라산국립공원,69778
2263,2012.09,한림공원,48384
2264,2012.09,항몽 유적지,7996
2265,2012.09,해녀 박물관,22592
2266,2012.09,감귤박물관,10798
2267,2012.09,기당미술관,712
2268,2012.09,마라해양도립공원,25111
2269,2012.09,박물관은살아있다,0
2270,2012.09,산방산,41627
2271,2012.09,서귀포도립해양공원,10407
2272,2012.09,서귀포자연휴양림,20012
2273,2012.09,서복전시관,5001
2274,2012.09,성산일출봉,135919
2275,2012.09,소리섬박물관,0
2276,2012.09,소인국테마파크,10664
2277,2012.09,신영영화박물관,0
2278,2012.09,아프리카박물관,4813
2279,2012.09,여미지식물원,26573
2280,2012.09,이중섭미술관,9112
2281,2012.09,익스트림 아일랜드,0
2282,2012.09,일출랜드,29896
2283,2012.09,정방폭포,40551
2284,2012.09,제주민속촌박물관,24056
2285,2012.09,제주조각공원,1424
2286,2012.09,제주추사관,3952
2287,2012.09,중문주상절리대,107465
2288,2012.09,천제연폭포,47674
2289,2012.09,천지연폭포,122311
2290,2012.09,카멜리아힐,0
2291,2012.09,테디베어뮤지엄,25820
2292,2012.09,퍼시픽랜드,31000
2293,2012.09,아쿠아플라넷,0
2294,2012.09,화락원,0
2295,2012.1,(주)제주미니미니랜드,19033
2296,2012.1,국립제주박물관,41310
2297,2012.1,도립미술관,0
2298,2012.1,만장굴관광지,51317
2299,2012.1,목석원,0
2300,2012.1,민속자연사박물관,83012
2301,2012.1,비자림,39675
2302,2012.1,산굼부리,108316
2303,2012.1,삼성혈,6359
2304,2012.1,삼양선사유적지,3381
2305,2012.1,생각하는 정원,19791
2306,2012.1,절물자연휴양림,65005
2307,2012.1,제주도립 김창열미술관,0
2308,2012.1,제주돌문화공원,55393
2309,2012.1,제주러브랜드,37632
2310,2012.1,제주목관아지,12586
2311,2012.1,제주별빛누리공원,7150
2312,2012.1,제주항일기념관,10037
2313,2012.1,한라산국립공원,149825
2314,2012.1,한림공원,86104
2315,2012.1,항몽 유적지,11891
2316,2012.1,해녀 박물관,27525
2317,2012.1,감귤박물관,6342
2318,2012.1,기당미술관,875
2319,2012.1,마라해양도립공원,21985
2320,2012.1,박물관은살아있다,0
2321,2012.1,산방산,47605
2322,2012.1,서귀포도립해양공원,14173
2323,2012.1,서귀포자연휴양림,10681
2324,2012.1,서복전시관,6232
2325,2012.1,성산일출봉,181009
2326,2012.1,소리섬박물관,0
2327,2012.1,소인국테마파크,12632
2328,2012.1,신영영화박물관,0
2329,2012.1,아프리카박물관,6184
2330,2012.1,여미지식물원,44471
2331,2012.1,이중섭미술관,8939
2332,2012.1,익스트림 아일랜드,0
2333,2012.1,일출랜드,52511
2334,2012.1,정방폭포,75271
2335,2012.1,제주민속촌박물관,41675
2336,2012.1,제주조각공원,2156
2337,2012.1,제주추사관,7068
2338,2012.1,중문주상절리대,150375
2339,2012.1,천제연폭포,54177
2340,2012.1,천지연폭포,144691
2341,2012.1,카멜리아힐,0
2342,2012.1,테디베어뮤지엄,32305
2343,2012.1,퍼시픽랜드,40558
2344,2012.1,아쿠아플라넷,0
2345,2012.1,화락원,0
2346,2012.11,(주)제주미니미니랜드,11876
2347,2012.11,국립제주박물관,25612
2348,2012.11,도립미술관,0
2349,2012.11,만장굴관광지,38732
2350,2012.11,목석원,0
2351,2012.11,민속자연사박물관,68068
2352,2012.11,비자림,24709
2353,2012.11,산굼부리,37840
2354,2012.11,삼성혈,5377
2355,2012.11,삼양선사유적지,2905
2356,2012.11,생각하는 정원,14278
2357,2012.11,절물자연휴양림,41619
2358,2012.11,제주도립 김창열미술관,0
2359,2012.11,제주돌문화공원,40984
2360,2012.11,제주러브랜드,47114
2361,2012.11,제주목관아지,8307
2362,2012.11,제주별빛누리공원,5804
2363,2012.11,제주항일기념관,9823
2364,2012.11,한라산국립공원,95442
2365,2012.11,한림공원,52229
2366,2012.11,항몽 유적지,8091
2367,2012.11,해녀 박물관,14907
2368,2012.11,감귤박물관,6848
2369,2012.11,기당미술관,827
2370,2012.11,마라해양도립공원,14077
2371,2012.11,박물관은살아있다,0
2372,2012.11,산방산,55199
2373,2012.11,서귀포도립해양공원,9208
2374,2012.11,서귀포자연휴양림,4785
2375,2012.11,서복전시관,1777
2376,2012.11,성산일출봉,126329
2377,2012.11,소리섬박물관,0
2378,2012.11,소인국테마파크,9082
2379,2012.11,신영영화박물관,0
2380,2012.11,아프리카박물관,5698
2381,2012.11,여미지식물원,38196
2382,2012.11,이중섭미술관,7052
2383,2012.11,익스트림 아일랜드,0
2384,2012.11,일출랜드,38693
2385,2012.11,정방폭포,48539
2386,2012.11,제주민속촌박물관,24422
2387,2012.11,제주조각공원,1019
2388,2012.11,제주추사관,5138
2389,2012.11,중문주상절리대,104778
2390,2012.11,천제연폭포,37699
2391,2012.11,천지연폭포,100929
2392,2012.11,카멜리아힐,0
2393,2012.11,테디베어뮤지엄,25986
2394,2012.11,퍼시픽랜드,31795
2395,2012.11,아쿠아플라넷,0
2396,2012.11,화락원,0
2397,2012.12,(주)제주미니미니랜드,16803
2398,2012.12,국립제주박물관,24019
2399,2012.12,도립미술관,0
2400,2012.12,만장굴관광지,31674
2401,2012.12,목석원,0
2402,2012.12,민속자연사박물관,55081
2403,2012.12,비자림,14363
2404,2012.12,산굼부리,20758
2405,2012.12,삼성혈,3709
2406,2012.12,삼양선사유적지,2467
2407,2012.12,생각하는 정원,10225
2408,2012.12,절물자연휴양림,15332
2409,2012.12,제주도립 김창열미술관,0
2410,2012.12,제주돌문화공원,14920
2411,2012.12,제주러브랜드,29131
2412,2012.12,제주목관아지,8370
2413,2012.12,제주별빛누리공원,2789
2414,2012.12,제주항일기념관,6411
2415,2012.12,한라산국립공원,73481
2416,2012.12,한림공원,25420
2417,2012.12,항몽 유적지,7861
2418,2012.12,해녀 박물관,14206
2419,2012.12,감귤박물관,6228
2420,2012.12,기당미술관,702
2421,2012.12,마라해양도립공원,3253
2422,2012.12,박물관은살아있다,0
2423,2012.12,산방산,31315
2424,2012.12,서귀포도립해양공원,2828
2425,2012.12,서귀포자연휴양림,2695
2426,2012.12,서복전시관,1352
2427,2012.12,성산일출봉,114046
2428,2012.12,소리섬박물관,0
2429,2012.12,소인국테마파크,10399
2430,2012.12,신영영화박물관,0
2431,2012.12,아프리카박물관,6936
2432,2012.12,여미지식물원,35793
2433,2012.12,이중섭미술관,7797
2434,2012.12,익스트림 아일랜드,0
2435,2012.12,일출랜드,18299
2436,2012.12,정방폭포,34147
2437,2012.12,제주민속촌박물관,16743
2438,2012.12,제주조각공원,533
2439,2012.12,제주추사관,4536
2440,2012.12,중문주상절리대,64996
2441,2012.12,천제연폭포,28911
2442,2012.12,천지연폭포,61941
2443,2012.12,카멜리아힐,0
2444,2012.12,테디베어뮤지엄,29940
2445,2012.12,퍼시픽랜드,24021
2446,2012.12,아쿠아플라넷,0
2447,2012.12,화락원,0
2448,2013.01,(주)제주미니미니랜드,0
2449,2013.01,국립제주박물관,30632
2450,2013.01,도립미술관,0
2451,2013.01,만장굴관광지,37093
2452,2013.01,목석원,0
2453,2013.01,민속자연사박물관,39195
2454,2013.01,비자림,16544
2455,2013.01,산굼부리,0
2456,2013.01,삼성혈,0
2457,2013.01,삼양선사유적지,2708
2458,2013.01,생각하는 정원,0
2459,2013.01,절물자연휴양림,18773
2460,2013.01,제주도립 김창열미술관,0
2461,2013.01,제주돌문화공원,10524
2462,2013.01,제주러브랜드,0
2463,2013.01,제주목관아지,5311
2464,2013.01,제주별빛누리공원,3193
2465,2013.01,제주항일기념관,7738
2466,2013.01,한라산국립공원,123558
2467,2013.01,한림공원,0
2468,2013.01,항몽 유적지,3910
2469,2013.01,해녀 박물관,6480
2470,2013.01,감귤박물관,5617
2471,2013.01,기당미술관,730
2472,2013.01,마라해양도립공원,14987
2473,2013.01,박물관은살아있다,0
2474,2013.01,산방산,40593
2475,2013.01,서귀포도립해양공원,15468
2476,2013.01,서귀포자연휴양림,3560
2477,2013.01,서복전시관,1355
2478,2013.01,성산일출봉,149284
2479,2013.01,소리섬박물관,0
2480,2013.01,소인국테마파크,33218
2481,2013.01,신영영화박물관,0
2482,2013.01,아프리카박물관,0
2483,2013.01,여미지식물원,33941
2484,2013.01,이중섭미술관,10634
2485,2013.01,익스트림 아일랜드,0
2486,2013.01,일출랜드,20863
2487,2013.01,정방폭포,38438
2488,2013.01,제주민속촌박물관,0
2489,2013.01,제주조각공원,733
2490,2013.01,제주추사관,5453
2491,2013.01,중문주상절리대,64596
2492,2013.01,천제연폭포,30725
2493,2013.01,천지연폭포,67186
2494,2013.01,카멜리아힐,0
2495,2013.01,테디베어뮤지엄,31702
2496,2013.01,퍼시픽랜드,0
2497,2013.01,아쿠아플라넷,0
2498,2013.01,화락원,0
2499,2013.02,(주)제주미니미니랜드,0
2500,2013.02,국립제주박물관,14731
2501,2013.02,도립미술관,0
2502,2013.02,만장굴관광지,33633
2503,2013.02,목석원,0
2504,2013.02,민속자연사박물관,18750
2505,2013.02,비자림,15272
2506,2013.02,산굼부리,0
2507,2013.02,삼성혈,0
2508,2013.02,삼양선사유적지,2788
2509,2013.02,생각하는 정원,0
2510,2013.02,절물자연휴양림,16926
2511,2013.02,제주도립 김창열미술관,0
2512,2013.02,제주돌문화공원,9728
2513,2013.02,제주러브랜드,0
2514,2013.02,제주목관아지,12710
2515,2013.02,제주별빛누리공원,2851
2516,2013.02,제주항일기념관,9231
2517,2013.02,한라산국립공원,71900
2518,2013.02,한림공원,0
2519,2013.02,항몽 유적지,2026
2520,2013.02,해녀 박물관,5055
2521,2013.02,감귤박물관,3981
2522,2013.02,기당미술관,827
2523,2013.02,마라해양도립공원,9266
2524,2013.02,박물관은살아있다,0
2525,2013.02,산방산,29524
2526,2013.02,서귀포도립해양공원,9986
2527,2013.02,서귀포자연휴양림,3889
2528,2013.02,서복전시관,1315
2529,2013.02,성산일출봉,84120
2530,2013.02,소리섬박물관,0
2531,2013.02,소인국테마파크,33218
2532,2013.02,신영영화박물관,0
2533,2013.02,아프리카박물관,0
2534,2013.02,여미지식물원,31615
2535,2013.02,이중섭미술관,8607
2536,2013.02,익스트림 아일랜드,0
2537,2013.02,일출랜드,16103
2538,2013.02,정방폭포,34945
2539,2013.02,제주민속촌박물관,0
2540,2013.02,제주조각공원,718
2541,2013.02,제주추사관,3795
2542,2013.02,중문주상절리대,58418
2543,2013.02,천제연폭포,26935
2544,2013.02,천지연폭포,57947
2545,2013.02,카멜리아힐,0
2546,2013.02,테디베어뮤지엄,33537
2547,2013.02,퍼시픽랜드,0
2548,2013.02,아쿠아플라넷,0
2549,2013.02,화락원,0
2550,2013.03,(주)제주미니미니랜드,0
2551,2013.03,국립제주박물관,21265
2552,2013.03,도립미술관,0
2553,2013.03,만장굴관광지,37209
2554,2013.03,목석원,0
2555,2013.03,민속자연사박물관,22629
2556,2013.03,비자림,21024
2557,2013.03,산굼부리,0
2558,2013.03,삼성혈,0
2559,2013.03,삼양선사유적지,2960
2560,2013.03,생각하는 정원,0
2561,2013.03,절물자연휴양림,40388
2562,2013.03,제주도립 김창열미술관,0
2563,2013.03,제주돌문화공원,16141
